X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20
0.88055,1.48950,-0.44108,-1.08977,0.86135,0.07275,0.70500,-0.82167,0.61715,-0.18401,-0.41702,-0.36935,0.46204,0.84603,-0.41419,0.33319,0.24077,0.80431,1.02434,1.77785,-0.46920,1.44001,0.09343,-1.15626,-0.61434,0.44915,0.71410,-1.05909,-0.81922,-0.50571,-0.85099,-1.86377,-2.30353,-0.34796,0.25705,0.74258,-1.38902,-1.31089,-0.56163,-0.02253,1.11454,0.73453,-0.30768,0.33501,-0.91554,0.07585,-0.03850,1.36480,0.48668,-0.81789,-0.79705,-0.37037,-1.52628,-0.23015,-0.08080,0.40913,0.66692,0.03594,-1.52361,-1.35200,-0.62177,0.69074,0.70984,-0.14013,2.27617,1.65067,1.19876,0.78082,0.54180,0.41335,-1.74167,-1.20509,-0.18001,0.20349,-0.06078,0.26075,-2.06618,0.49681,-0.02288,-0.19304,0.90455,-1.04216,-0.15555,0.24019,-0.94934,-1.99835,-1.16419,-0.06271,-0.18978,-0.05739,-0.61706,-1.27117,0.14695,-0.14624,0.69174,-0.71257,-1.95789,-2.68352,-0.36791,0.15846,0.71553,-0.47497,-0.31825,1.30961,0.13869,0.45882,0.02544,0.69520,0.77163,-0.27882,0.39447,0.56479,0.55773,0.35141,0.08305,-0.66974,-0.89574,0.17170,1.25739,0.78915
-0.19735,0.21387,-0.84411,-0.34587,-0.46619,-0.00772,-0.72713,-1.44685,2.66933,-1.37774,0.22306,-1.66070,-2.05392,0.16428,0.13835,1.27002,0.29664,-0.07642,-0.95797,1.46974,0.78528,-1.28151,0.01059,0.09980,-0.32839,0.74224,0.82098,-0.23181,-0.32350,1.71783,0.85912,0.13274,-1.70295,0.37764,0.73322,-2.68677,0.21076,-0.39844,-0.26632,-0.94102,-0.04736,1.40483,-0.38634,0.93839,-0.87827,0.77129,0.02548,0.36189,-0.00141,0.65886,-2.56850,-1.44220,0.44915,-2.08507,-0.46629,-0.07947,-0.80118,-0.75515,0.30651,1.10263,-0.97694,-0.62603,-0.64044,-2.29056,0.09269,0.97662,0.96725,-0.85157,-1.22139,0.03648,0.76339,0.03592,0.33883,1.25042,-0.64322,-0.22426,1.60534,-0.18740,-1.37216,-0.70554,-0.89744,0.39905,-0.78335,0.22679,-0.82581,-2.11667,0.30072,0.15730,0.59320,-0.69708,-0.73512,0.36971,1.50762,0.03729,0.48529,-0.29196,-1.50269,0.87854,0.96777,0.77654,0.12735,-0.72699,0.09187,0.67169,0.13995,1.93778,-1.44447,0.25960,1.05272,0.52136,0.98322,-2.03003,0.72249,1.25329,1.66498,0.45379,0.23980,-1.56466,1.10097,1.95497
-0.38903,0.42680,0.07234,0.82951,-1.52970,1.66365,0.49510,1.32852,0.83980,-0.01960,-1.23741,-0.55019,1.57376,1.46225,-0.67288,-2.89715,-0.28572,-0.21316,-0.24159,0.51201,0.73791,0.96767,0.43757,-1.87204,-0.32421,2.21036,0.36809,0.32750,0.33369,0.53215,-2.29790,-0.18618,-0.08338,1.31487,0.03882,-1.57251,0.38739,-0.77882,-1.22409,-0.86718,0.64627,1.27238,0.54402,0.60596,0.40327,0.10327,0.71973,-2.27892,0.10289,-1.10452,1.08853,-0.18698,0.06421,-1.53431,1.07542,0.55998,0.61068,-0.87670,-0.69944,0.23792,-0.71162,0.45750,-2.07062,-0.37588,1.72196,0.44409,0.08608,2.11523,-2.33922,-0.83008,-0.40669,0.75976,0.93365,-0.82271,1.00277,-0.40490,1.18989,-1.00150,-0.21109,-0.51497,1.02888,-0.50505,0.02967,0.46294,0.52773,0.85056,0.20488,-0.42757,-0.29258,-0.01446,0.27507,-0.15560,0.03097,-1.54135,0.72032,0.20428,0.92534,-0.08607,-1.73118,-0.35728,-0.47783,1.06571,-0.52778,1.39357,-0.11835,-0.84067,0.20118,0.36352,-1.23977,0.40981,-1.97562,-0.04126,-0.04575,1.15142,0.15053,0.47883,1.13810,-0.09377,-0.83850,-0.35026
-0.01260,-0.06039,-1.53192,-0.88218,2.30819,0.31556,-0.22179,1.76313,-0.41373,-0.09978,1.02954,-0.40058,-0.78907,-2.20623,-0.99667,-0.98478,0.06742,-0.53322,2.22314,-1.05332,1.20985,0.19280,0.81566,0.71013,-2.08498,-0.00838,-0.26192,-1.17601,0.43646,1.95591,-2.57390,-0.48778,-1.31270,0.10550,-0.35973,-0.52580,0.64449,1.61864,2.50542,-0.77184,-1.72718,0.57694,1.67283,0.78702,1.53849,-0.22881,-0.58484,0.13640,-0.34028,0.68131,0.89920,0.99186,0.54238,0.25655,0.85383,-1.86991,0.25761,-0.01053,0.25021,-0.10459,0.42057,-0.62554,1.22103,0.57580,0.10152,-0.77854,0.75851,0.26766,-0.70981,-0.04456,0.57302,0.44411,0.53939,0.16700,1.02917,1.21207,0.72400,-0.56788,-1.15976,-0.57216,1.89595,0.32151,2.09569,-0.16507,-0.32166,-0.09669,-0.09951,-0.79435,-1.10862,0.45029,1.06556,2.32636,-0.41495,-0.33849,-0.67240,1.13674,0.74708,-0.96075,-0.87851,1.03289,0.67160,-0.30772,0.20373,0.95732,1.45141,1.18335,0.45842,-0.28166,0.33062,-2.35580,-1.28707,-0.44947,0.74086,0.93246,0.22389,-0.86721,-1.45642,-0.89868,-2.24615,0.84053
1.70113,-0.50596,-0.45053,-0.30640,-1.11997,-1.53764,1.03466,-1.74296,0.22119,0.88281,-1.40385,-0.88167,1.19306,0.60284,-0.67052,1.20950,1.06424,0.33894,-0.90736,-0.41760,0.20712,-0.21784,0.95408,-1.59728,-1.40585,0.17599,-0.48891,-0.66916,-1.84980,0.09902,-0.07923,0.72698,0.02531,-0.09883,1.24453,-1.23658,0.49274,-1.63102,-0.86017,-1.24891,0.88673,-0.04399,0.04704,-1.12693,-0.37077,-0.77546,0.40672,-0.91822,1.32581,-1.76391,-0.84211,1.61235,-0.40043,-1.33977,0.28060,-0.47444,-0.80906,-1.15977,2.70949,-0.28501,-1.94907,1.59346,0.70238,-0.65204,-0.96540,0.69570,-0.34288,-1.94773,1.91164,-0.43525,1.39700,1.19198,-0.97013,1.13825,-0.56013,-1.84676,-0.41729,0.39159,-0.55557,-0.32023,1.11344,0.14150,-0.73319,0.65847,0.16056,-2.50919,0.42289,0.40846,0.08505,0.83169,-0.62994,0.30751,-1.53070,0.44622,1.96503,-0.95657,-0.75503,-0.79429,0.17402,-1.10444,1.17917,0.97947,-0.64609,-0.10086,-0.22596,1.37772,-0.42986,0.87228,0.57504,0.09001,-1.72520,0.45568,-0.10235,0.84214,0.61319,0.52237,-0.12911,-1.78389,1.01662,1.55014
0.95908,0.08509,0.42552,-0.50566,-0.34315,0.36246,-1.23303,-0.31884,-0.87093,-0.90269,-2.06013,1.19843,-0.72841,1.23840,1.05222,-1.33203,-1.11870,2.61126,1.80642,-0.04069,0.18101,-0.66257,0.42358,-0.77340,-1.91061,-1.26357,0.01854,-1.17409,-0.10430,-1.09828,-0.77386,0.93117,0.20705,0.02408,0.92634,0.56661,1.39478,-0.44085,-0.46710,-1.33811,-0.32935,0.98013,1.36199,0.93314,-1.86780,1.10091,-1.81197,0.88236,-0.37764,0.72255,-1.35768,1.11326,-1.42709,-0.67859,-0.93209,-1.67412,0.13932,1.74443,2.61184,0.09877,1.10894,0.23993,0.59015,-0.23192,0.14522,0.54946,-0.68665,-0.02752,0.00882,0.86979,-1.03893,-0.17644,1.98498,1.27337,1.33558,0.01655,0.31506,0.98046,1.49754,-2.06920,-1.26186,1.37748,-0.19365,-0.71747,-1.37310,-0.57076,-1.41442,2.16215,0.04159,-0.09616,0.60733,0.90675,0.94334,1.13464,-0.53649,-0.26854,0.70325,-0.61217,0.03626,0.44568,-2.48093,-2.37304,-0.52632,0.53960,-0.36307,0.32365,0.73578,-0.66443,0.46029,-2.52097,0.20341,1.03448,-0.59455,0.24488,0.98937,-0.22019,0.43375,-0.42467,-1.20474,1.16733
0.21458,-0.06207,1.26287,0.44062,-0.82907,-0.56117,0.65556,1.02356,0.52154,1.89786,1.67147,0.37296,-0.88219,-1.25487,-0.43561,0.75085,1.65408,0.48610,1.21045,-0.25167,0.50983,0.79979,-2.10215,-0.46544,0.88672,0.26567,-1.18675,-2.47549,-0.41065,-0.00069,-0.87056,0.20507,0.47056,0.70423,-2.52736,-1.23841,-0.34076,0.57319,0.41656,0.44999,-0.28360,-0.30466,-0.66858,0.74168,-0.99262,0.86404,0.23138,-0.01655,-0.66756,-1.42929,-0.68637,-0.36733,-2.32835,-0.19674,0.98328,0.50359,-0.46283,-0.01608,-0.49013,0.15556,1.53456,1.02998,0.61207,-0.38116,0.69145,-1.84241,-0.34852,0.65934,0.83241,0.70773,0.25517,-0.32480,0.59109,-0.91238,-0.74323,0.05331,0.16989,-1.77385,0.37598,0.82810,-0.06585,2.47174,-0.58044,-0.40634,-0.46559,-0.09879,-0.33691,-1.44779,-0.49359,-0.13492,1.23603,2.09394,1.32691,-0.77510,-0.59938,-0.13179,1.67191,-0.25120,-1.31219,-0.50863,0.09903,0.89233,0.02302,0.58366,-0.80831,-1.47628,0.38208,1.26650,-0.16639,-0.94575,0.93525,0.83112,-0.10375,1.09634,0.52411,-1.07756,-1.38058,0.08798,-0.31808,0.56577
-2.29336,1.43591,0.20271,-0.41162,0.91879,1.54227,-2.90864,0.44097,-1.43040,0.49352,0.16972,0.55186,-0.53897,-1.82265,-0.49997,0.39707,0.88242,-1.08991,1.06544,-0.64895,0.27557,-0.54094,0.16160,0.85801,-1.15516,-0.64877,0.18075,2.36494,-0.92114,2.30999,1.87935,-0.04076,-0.34826,-0.65813,-0.08490,-1.33136,-0.11441,1.48177,-0.64160,-0.26868,-1.60694,0.39290,0.32533,0.03956,-0.28777,-0.29717,0.52499,-0.00109,0.30748,0.21279,1.04983,0.62586,0.22563,1.55820,0.48105,1.19564,0.66164,-1.90639,1.30094,0.14061,-0.06575,0.29277,-0.25402,0.33162,-0.62947,1.34174,-0.20464,-0.34445,-0.88450,0.29241,0.15273,0.27624,-0.99676,-1.58179,0.64994,1.45528,-1.00836,1.55240,0.20219,-0.00120,-0.37521,-1.39045,1.01098,-0.82153,-0.87201,0.95403,-1.89676,-1.56832,0.04598,0.24701,0.50589,-0.30366,2.50335,-0.20963,-0.14918,-0.76124,0.08789,0.52704,1.26875,-1.55644,1.86847,0.47356,0.63301,-0.32137,-1.18551,-1.14235,0.95677,0.43033,-0.00374,-1.10679,0.82647,-1.53392,-1.24105,-0.42856,-1.37132,-0.28874,-0.49261,0.40879,-1.51308,-0.11021
0.12792,-0.81839,1.43587,-1.57080,-0.30972,-0.57568,-1.22841,-0.24407,-0.87543,0.00478,0.06933,-0.60329,-0.40876,-0.16704,0.78764,-0.17010,0.70104,0.65306,0.59914,1.36003,-1.05794,-0.50403,1.81731,-0.30715,-2.64489,-0.19179,0.13123,-2.66282,1.33376,-0.70332,0.28381,-0.17233,-1.35604,-1.03646,-1.01041,1.17509,-0.18507,-0.50178,-0.95273,1.18045,1.57190,1.19880,0.55354,0.26493,-1.28856,-0.24947,-0.65902,-1.71349,1.05211,-0.73952,1.12092,0.82781,0.58836,0.63199,-0.55072,1.71428,0.08692,0.23911,-0.57955,-1.03296,0.46624,0.22428,-0.69856,-1.31734,-1.29696,1.25772,-0.72272,-0.29908,1.56431,-1.14779,-0.71653,-0.91440,1.68679,2.12966,0.76930,0.76434,-0.57028,1.90098,0.18574,0.91359,-0.09313,-0.24331,1.65427,0.49591,1.48491,0.22798,-0.85842,-0.59795,0.16964,-0.65166,-1.05700,1.13566,-0.52439,0.16848,0.36093,-0.55509,1.35355,-1.20029,0.30824,0.28381,-0.39346,0.00083,-0.12645,0.37423,-0.55928,0.51913,0.68321,-0.90438,1.75074,0.25264,-0.32684,1.06256,1.08952,0.48516,-0.24663,-1.21695,1.70367,0.46210,1.38634,-0.43602
0.94088,-0.11537,0.32067,0.37358,0.87348,-1.47066,-1.65488,0.66869,0.32883,-0.78722,0.40527,-1.32615,3.26766,1.38779,0.59602,0.05876,-0.67194,-1.22711,-0.10242,-0.85805,-0.77181,-1.45289,0.23227,-0.42848,0.49778,0.44066,0.22480,2.62326,0.81011,-1.30170,0.40775,0.00351,-1.41016,-1.38749,0.47178,0.78477,-1.07576,0.96424,0.22007,1.18016,1.19572,-0.13646,1.69798,-1.14425,2.32376,-0.89264,-0.02410,-0.51420,-0.38668,3.04476,-0.50508,0.79759,-0.20132,0.96305,-0.47982,0.21177,0.68381,-0.78542,2.69924,0.74126,-0.24067,-0.75711,0.18284,-1.09712,1.70773,0.43524,-0.17809,1.13954,-0.67479,-1.18279,-0.14895,0.00782,0.58359,-1.45282,-0.37523,-3.04563,-1.16158,0.70095,0.88939,-1.20820,-0.30475,0.05839,1.09708,1.48686,0.11345,-0.28058,-1.45589,0.11561,2.18326,1.22104,0.20171,0.27579,-0.66582,-0.34312,0.21714,0.17419,0.93381,0.87320,0.57229,-1.03669,-1.33137,-0.59896,0.31949,0.10251,-0.42683,-0.87250,1.22752,-1.09934,0.73848,-1.33544,-0.95927,0.34659,-0.75614,-0.45149,-0.73548,-1.28906,1.67390,-0.50120,0.74161,0.20553
-0.27474,0.52104,0.58347,0.00786,0.59440,-0.68330,1.55166,0.97646,-1.34977,-1.08809,-1.00097,0.59068,-1.33344,-0.26803,0.42478,-0.08607,0.16284,-0.98476,0.62301,-0.61474,-0.34272,0.21088,0.07877,-0.02194,-0.70828,-0.28433,-0.00018,-1.41855,-0.50994,0.50184,-1.24522,1.24144,1.24733,-1.21106,1.43737,-0.06110,0.37592,-0.47700,0.83375,0.38365,-0.71617,-1.13730,-1.40137,0.16338,0.50287,0.66176,-0.09398,-1.07634,-0.69302,1.19286,-0.52656,0.09961,-1.03897,0.34939,-0.39367,0.95338,0.83147,-0.55914,-0.07677,-0.61470,-1.44032,-0.92899,0.28938,0.42888,0.09942,-0.35295,0.88060,0.11899,0.79409,-1.82250,-3.75517,0.16858,-1.40001,-0.14790,-0.22910,1.55653,0.39266,0.16584,0.76351,0.39821,-0.43329,1.13298,-0.98701,0.27909,-1.68305,0.17733,0.18668,1.73423,-1.53353,-0.62664,0.83761,0.30638,0.18958,-0.96180,-0.49774,1.25452,-0.07943,0.28810,-0.07599,-1.23174,-0.77133,-1.16884,-1.12287,0.64817,-0.05263,-1.05503,-0.16975,-0.20443,0.59700,0.52048,-0.28907,0.97203,-0.40864,-0.21769,-0.34444,-0.47015,-0.77731,-1.25112,0.67225,-1.54477
-0.22384,-1.68138,0.03553,-0.27128,0.56255,0.16570,-0.60413,0.91234,-2.21439,-0.07250,-1.71477,-0.87057,0.49682,-1.21879,-1.49448,2.41446,-1.37635,1.70888,-0.16218,-0.52752,0.45946,1.31590,-1.22930,-0.56359,0.79026,0.27863,1.08843,0.47506,1.82052,0.27305,0.18218,0.38773,-0.18984,0.88158,0.24099,0.87592,0.89721,0.43197,0.42856,-1.04485,-0.45124,0.85945,1.48577,-1.95781,-0.63940,0.02431,-0.85414,-0.75755,0.46798,1.64143,-2.04329,-0.20998,0.49521,0.80314,0.38028,1.62381,0.07243,1.24995,-0.57694,0.05565,-1.23253,0.95742,-0.02940,0.46112,-0.35530,0.60210,0.32522,-0.98027,-0.89671,-0.01464,0.60202,1.79334,0.35271,1.11176,-1.47111,1.97582,0.59470,-0.04402,-0.25309,-1.17118,-0.78452,1.99497,-0.87199,-1.05456,-0.79006,-1.20472,0.00836,1.12787,-0.55889,-1.38134,0.31656,-0.06809,0.99930,-0.44369,-0.17762,-0.12211,0.05460,-0.47771,-0.52411,-1.93935,0.06115,1.78108,0.60129,-2.10219,0.54322,-0.38910,-1.34048,1.45661,-0.28513,-0.42994,0.12669,-0.46290,0.35820,-0.08590,1.16802,-0.32241,-0.59648,-0.48320,1.30954,0.42476
-1.00188,-0.98547,-2.23502,1.81791,-0.85517,-0.03246,-0.97346,0.69118,-0.39340,-1.31888,0.48235,-1.34983,-0.88100,-2.05818,-1.49473,0.16386,-1.95206,-1.39664,0.01167,-0.54605,1.74204,1.81600,-0.93803,0.51862,0.69872,-0.56979,-1.48275,-0.05330,-0.21264,-0.39919,0.39211,-0.70892,-1.21727,0.14279,0.40000,-1.09999,0.88094,-1.72862,-0.60989,-0.28611,-0.53748,-0.54069,1.93371,-0.87194,2.37477,0.44448,0.11575,0.48028,2.53009,-1.05085,-1.14983,-0.78636,0.06540,-1.76005,0.08459,1.56016,0.19730,-0.35596,-0.54980,0.98071,-0.84364,1.97184,2.02516,0.36105,-0.05815,1.07978,1.04829,-0.78429,-0.47380,-1.35508,0.36380,0.56249,-1.32409,-0.39854,-1.21945,-0.89310,0.54100,-0.71011,-0.39125,-1.72432,0.18943,-0.01341,-0.62428,-0.23400,0.14220,-0.82689,-1.48857,1.86748,-0.58215,-0.13408,1.02231,3.36436,-1.21321,0.49036,-0.61075,-0.50637,-0.71727,-1.20878,-0.00064,-1.54076,2.27000,2.01732,0.82444,-0.59145,0.86254,1.52147,-0.76894,0.35763,1.08056,0.62371,-2.05527,-1.38498,0.17921,1.52392,-0.37161,-0.18660,-1.66021,-2.30144,0.52027,1.96951
1.06783,-1.08693,-0.34821,0.27253,2.09224,3.05415,0.57856,-0.15120,0.50460,0.88389,-0.27729,1.61735,0.19870,0.56741,0.64059,0.41212,0.71458,-0.53996,-0.55741,-1.09529,0.34491,0.75512,0.45020,1.65150,-0.00940,0.64345,-1.08300,-0.42878,0.67858,1.00674,-0.30888,-0.01446,-1.58964,-0.32319,0.93853,0.66174,0.45734,0.05989,-0.04714,-0.69186,0.80327,0.43953,0.55312,-0.54819,-2.22755,1.11514,-0.45430,-0.79592,0.68729,-0.42186,0.98759,0.56670,0.71482,-1.39202,1.26981,0.21657,-0.33345,0.08045,-1.66436,0.44159,-1.04823,-1.46030,-1.43183,1.20851,-0.66628,1.62074,-0.64241,-1.72063,-1.08203,1.29370,-0.17345,-0.68755,0.20767,0.58956,1.11595,1.41967,-0.35361,-1.28727,-0.50557,0.28312,-0.92215,-0.95135,0.39759,-0.09341,-0.01362,-0.77133,-0.23823,-0.94976,0.97351,0.97195,-1.78212,-0.90469,-1.46136,-0.64563,-0.00653,-1.40551,-0.90961,-1.08742,0.25281,0.09636,0.39224,0.89831,-0.27012,0.19815,1.51495,1.25227,-0.95032,1.15929,-0.55781,0.08440,0.27075,-0.48807,0.60300,-0.23165,1.03561,0.20503,1.46007,0.73405,-1.06341,1.09017
1.08151,1.64058,-0.85899,-0.90837,-0.10936,0.38159,-0.57881,1.32131,0.39563,0.03170,-1.38858,-1.24147,0.25022,-2.08409,0.99484,-0.18003,3.00139,2.36078,-0.17165,-0.11452,0.84533,1.68454,-1.74447,-1.85745,-0.58765,0.56104,0.48951,1.03072,-1.26649,-2.45674,0.78789,-0.78814,-2.09914,0.17876,0.83474,-0.03945,-0.49261,-0.14560,-0.41031,-1.38545,-0.61627,0.53925,0.38259,0.14357,-1.06740,-0.18412,-2.15001,0.19648,1.42521,-1.55328,-0.62586,0.28275,1.28234,-0.45334,-0.62737,-1.87547,0.14840,1.98059,0.31207,-0.03268,0.31022,-0.02098,-0.72223,0.92197,0.17543,-0.00956,-1.09818,1.40706,0.75434,-0.55839,0.92748,-0.63537,-0.74796,-0.71294,-1.62103,0.45708,-1.79885,-1.19220,-2.19244,-0.08522,-0.13640,-0.30358,-0.92302,-1.21879,0.44228,-0.56636,0.31049,-0.90952,0.24939,1.23382,0.60545,-0.40957,0.26529,-0.22282,0.08187,-0.29593,-0.18705,0.12528,-0.97146,-1.05443,1.26493,1.12535,0.89970,-0.55069,-0.36669,1.26427,-0.93914,1.64121,-0.88825,-1.66293,0.03133,0.77676,-0.60160,0.34400,0.39380,-1.41425,-2.03753,2.03990,-1.22564,0.43983
-0.07641,-1.41954,0.85573,0.80839,-0.66098,0.76295,0.34140,-1.20367,-0.86532,1.13569,0.35057,-0.55088,-0.90231,-0.45388,-0.49395,-0.88257,-1.74016,1.20263,1.00768,-1.26611,0.07207,-0.93549,-0.30308,-0.39581,-0.40548,1.92182,-0.43821,-0.85071,-0.81788,1.21976,-1.60192,-0.72109,1.42769,0.27765,0.19282,2.22747,0.20529,-0.68485,-0.32520,-1.17102,1.36275,0.59222,1.18622,1.18497,-0.48548,-0.95967,-0.02781,-0.80544,0.15694,1.17168,-0.21630,0.10609,-0.06019,0.82617,-0.60299,-2.08890,0.52293,0.92554,0.47474,-0.71277,-1.15442,0.52145,0.23262,-0.01771,1.74727,-1.04660,1.75360,0.08600,-1.82334,-0.17144,0.88723,-0.49902,-1.45075,-0.09840,-0.75507,0.47706,0.75943,-1.02451,-0.80226,0.81100,-0.82080,-1.07979,-1.05268,0.30792,0.27832,-0.69794,-0.00190,1.58012,-0.93014,-1.94648,0.47677,-0.12040,-0.68700,0.69925,0.88671,-2.15438,-0.65278,2.22490,0.63636,0.73978,-1.57313,0.11520,-0.13033,-1.64556,0.58572,-0.04962,-0.30883,0.68848,-2.30560,0.85043,0.00826,-1.40074,1.99294,-0.17352,2.19001,-0.79446,0.11735,0.97224,1.90875,-0.56005
0.32195,1.89230,-1.23646,0.52379,1.56202,0.81193,0.80999,0.58811,1.25824,-1.10052,-1.33878,-0.03815,-2.21991,1.30621,1.20745,-0.46112,-0.43608,0.00039,0.06734,0.11592,0.45176,-0.20178,0.95852,0.40589,-0.57351,1.28193,-1.34686,-0.13331,0.95709,-0.71357,0.26571,0.61435,-0.92062,-0.03872,-0.17917,-0.47156,2.24225,-0.73881,0.91250,-0.42206,-0.98981,0.12325,0.71037,0.89348,1.49433,2.99302,0.27397,-0.60560,0.44586,-0.29033,0.85626,-1.32122,2.39438,0.88071,-1.61547,-0.69361,0.87482,1.11420,-1.17930,0.77657,-1.97096,-0.10492,1.20355,-0.43921,-1.53027,0.12873,-0.71387,0.70696,-0.84368,-0.78589,-1.94705,0.05145,-0.11789,-1.15557,0.24079,1.00444,-0.21197,0.26549,0.19144,-1.27448,1.99538,-0.45169,0.69510,0.72577,-0.19572,0.57441,0.23970,-1.45896,-0.27479,-0.63803,-0.42317,-1.26326,1.12110,1.68037,1.02106,1.27968,-0.35902,-0.72073,-0.75246,0.70580,1.07174,-2.29434,0.02817,1.26301,-0.53435,1.25607,-0.71130,-0.25387,0.51975,-0.89957,0.60977,0.03595,-0.02015,0.94137,-1.50640,0.36275,-0.21151,0.75251,-0.32863,1.95473
0.99670,0.03767,0.22253,1.13676,-0.45673,-1.22256,0.02924,0.31984,-0.28212,1.47272,-2.43513,0.99693,0.76621,0.52611,-3.44824,1.29289,-1.05974,-0.43131,-0.16054,0.39248,0.52483,0.86966,0.82517,0.21019,0.38601,-1.04243,-0.74577,0.85610,0.82397,0.86963,-0.51877,0.98979,-1.22668,1.11079,-0.29060,1.77696,-1.54670,1.74365,-0.40154,-0.40862,0.29713,-0.67193,-0.01185,-0.75906,-0.77282,0.49504,-0.87640,-0.70578,-1.38612,-0.53888,1.23430,-0.87618,-0.69601,0.20347,-0.30710,2.06165,-0.12270,0.27242,0.95344,1.00939,0.22097,-0.18194,2.11586,0.00807,-0.48163,-0.72298,-1.87732,0.90647,-2.35171,0.00819,-0.22001,2.18131,-1.81278,-0.85894,-0.07181,-0.20214,-0.54002,-0.07459,-1.36427,0.38619,-2.23365,0.00561,-0.50178,0.97324,1.80597,-0.35001,1.38872,-0.32216,-0.92204,1.66629,0.54126,-0.01044,0.68863,0.30897,0.00723,-1.28388,-0.28835,0.53531,-0.08373,0.97966,0.60137,-0.40748,-0.82959,-0.60852,0.46411,0.58180,-1.14016,1.35049,-0.36379,-0.12580,0.89691,0.88817,0.95353,-0.22037,-0.96186,1.54747,-0.66154,0.94929,-0.36550,-1.98548
1.21176,-0.13956,-2.10963,-1.51967,-0.22170,-1.02098,-0.46510,0.05556,1.41997,-0.29975,1.11099,1.28061,1.41673,0.35271,-2.04579,0.45220,0.91382,-0.00825,1.79993,0.83896,0.46079,1.06429,0.31993,-2.57370,-0.47237,1.14976,-0.80176,-0.26486,-1.10756,2.02964,1.57190,-0.84507,0.10509,-0.64656,0.64446,0.59585,0.76560,0.33712,2.76900,-1.06260,-1.61644,-0.36973,-1.50918,-1.51135,-1.07358,-0.93674,-0.92937,0.52029,-0.51652,-0.19969,0.82515,-0.79766,-0.23037,0.37923,-1.87208,-2.26569,0.39577,0.42934,2.03180,0.16583,0.81046,-0.21879,0.38842,1.75759,-2.13773,0.41627,2.12744,0.34596,1.77074,-0.63739,-0.05567,-0.08892,-2.20430,-1.13470,-0.98220,0.80245,0.85643,0.31990,0.75043,-0.16826,1.16982,0.04111,0.12523,-0.31070,0.67476,-0.43886,0.97294,-1.16433,-1.05763,0.63211,-0.05684,-0.44929,0.88837,-0.60146,-0.11958,1.40672,1.43782,1.48184,-0.24622,1.32788,-1.68034,-0.36208,-1.69812,-0.03506,2.20436,-0.85529,-0.87081,0.61725,1.60692,-3.00395,1.01100,0.02523,-1.32688,0.25465,-0.66984,-1.10021,-3.95569,0.13222,-2.89898,-0.87094
1.95413,0.79608,0.62353,-0.05303,0.93693,-0.21946,0.24674,-0.85427,1.00280,0.28404,2.01775,2.16604,0.73805,0.13464,-1.00644,0.90563,0.11661,0.60568,1.78478,-0.82318,-0.88238,-0.26594,0.83077,0.51632,-0.84435,0.72758,-1.19140,-0.88024,-0.15374,-0.52794,0.81821,0.35159,1.75208,-0.21338,-0.14255,1.30050,-0.12896,1.47894,0.46618,-2.39876,1.28405,0.92839,1.01295,-1.92846,-0.73468,-0.59788,-0.81605,1.68658,-0.02039,-0.05022,0.48966,0.51965,-3.29124,-0.65599,-1.34525,0.34701,-0.25151,-0.04765,-1.95529,-0.34917,1.10738,1.50306,0.81022,-1.21540,1.19298,0.75003,-0.20837,-2.05063,1.05218,-0.59903,0.30399,-0.05304,1.60597,-0.05798,0.04283,1.54787,-0.64676,0.79744,-0.28752,-1.05988,0.00993,0.74278,1.35961,1.43237,-0.35964,-0.99681,-0.32689,-1.21529,-0.15748,-0.37336,0.74417,-2.12685,-0.71022,-0.72360,1.22352,-1.07402,0.18590,-0.21400,1.10505,0.65465,-0.55967,0.57229,-0.11928,-0.01304,0.71914,-0.76803,0.86332,1.36962,1.80803,-0.83195,1.88740,0.42923,1.35560,1.22628,-0.11290,-1.78554,1.17283,0.23648,-0.08287,1.34368
